Geneid	B032-1	B032-2	B032-4	B032-6	OM5011-1	OM5011-2	OM5011-4	OM5011-6	OM5334-1	OM5334-2	OM5334-4	OM5334-6
IGHJ4	163	110	110	100	2	5	3	2	4	5	5	4
IGHJ3	83	58	65	41	0	1	4	5	2	1	0	0
IGHJ2P	1	8	7	0	0	0	0	0	0	3	0	0
IGHJ2	87	73	68	53	0	1	0	0	1	1	0	0
IGHJ1	31	33	27	22	1	0	3	1	0	1	0	0
IGHD7-27	1	0	1	1	0	0	0	0	0	0	0	0
IGHJ1P	0	0	2	0	0	0	0	0	0	0	0	0
IGHD1-26	2	0	0	0	0	0	0	0	0	0	0	0
IGHD6-25	0	0	3	2	0	0	0	0	0	0	0	0
IGHD5-24	0	0	0	0	0	0	0	0	0	0	0	0
IGHD4-23	0	0	0	0	0	0	0	0	0	0	0	0
IGHD3-22	4	10	5	6	0	1	0	0	0	0	4	0
IGHD2-21	0	0	0	0	0	0	0	0	1	0	0	0
AL122127.25	45	44	46	16	5	11	4	7	1	2	1	1
IGHD1-20	0	0	0	0	0	0	0	0	0	0	0	0
IGHD6-19	0	1	0	0	0	0	0	0	0	0	0	0
IGHD5-18	0	0	0	0	0	0	0	0	0	0	0	0
IGHD4-17	2	0	0	0	0	0	0	0	0	0	0	0
IGHD3-16	1	0	2	1	0	0	0	0	0	0	0	0
IGHD2-15	0	0	0	0	0	0	0	0	1	0	0	0
IGHD1-14	0	0	0	0	0	0	0	0	0	0	0	0
IGHD6-13	0	0	2	0	0	0	0	0	0	0	0	0
IGHD5-12	0	0	0	0	0	0	0	0	0	0	0	0
IGHD4-11	0	0	0	0	0	0	0	0	0	0	0	0
IGHD3-10	0	0	0	0	0	0	0	0	0	0	0	0
IGHD3-9	4	8	4	2	0	0	0	0	0	0	0	0
IGHD2-8	0	0	0	0	0	0	0	0	0	0	0	0
IGHD1-7	0	0	0	0	0	0	0	0	0	0	0	0
IGHD6-6	0	0	0	0	0	0	0	0	0	0	0	0
IGHD5-5	0	0	0	0	0	0	0	0	0	0	0	0
IGHD4-4	0	0	0	0	0	0	0	0	0	0	0	0
IGHD3-3	0	0	0	0	0	0	0	0	0	0	0	0
IGHD2-2	1	0	1	0	0	0	0	0	0	0	0	0
KIAA0125	678	684	487	412	142	125	66	99	59	39	92	29
IGHD1-1	0	0	1	0	0	0	0	0	0	0	0	0
IGHV6-1	364	114	210	185	2	1	0	2	28	1	5	3
IGHVII-1-1	0	0	0	0	0	0	0	0	0	0	0	0
ADAM6	0	0	0	0	0	0	0	0	0	0	0	0
AB019441.29	99	134	116	122	198	123	126	212	204	183	168	89
IGHV1-2	4036	2114	2289	1536	19	41	17	14	1	43	15	31
IGHVIII-2-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV1-3	505	376	519	184	10	10	9	8	11	10	0	6
IGHV4-4	209	105	144	74	1	4	0	2	5	3	1	0
IGHV7-4-1	707	890	804	627	3	2	0	1	0	0	3	0
IGHV2-5	1988	1318	1387	1123	1	0	0	2	0	1	1	0
IGHVIII-5-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-5-2	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-6	21	13	11	7	0	0	0	0	3	1	0	0
IGHV3-7	1356	1100	1103	981	13	34	2	23	52	18	4	16
IGHV3-64D	28	24	23	20	1	3	0	0	22	9	1	0
IGHV5-10-1	52	29	12	22	0	11	0	9	36	42	8	8
IGHV3-11	941	897	642	446	2	0	0	4	16	21	36	0
IGHVIII-11-1	0	1	2	4	0	0	0	0	0	0	0	0
IGHV1-12	11	21	12	7	0	0	0	0	0	0	0	1
IGHV3-13	22	24	26	13	0	0	0	0	0	0	0	0
IGHVIII-13-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV1-14	6	2	3	3	5	0	0	0	0	0	0	0
IGHV3-15	670	515	421	464	1	48	0	40	35	17	2	0
IGHVII-15-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-16	4	5	0	1	0	0	0	0	0	1	0	0
IGHVIII-16-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV1-17	0	9	3	0	0	0	0	0	0	0	0	0
CH17-224D4.3	0	0	0	0	0	1	0	3	0	0	0	0
IGHV1-18	892	654	654	449	1	3	0	1	8	11	9	0
IGHV3-19	24	41	25	18	0	0	0	0	0	0	1	0
AB019440.50	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-20	1764	1574	1064	1207	2	11	6	2	0	12	0	2
IGHV3-21	3647	2335	1806	2685	6	10	56	24	14	18	23	4
IGHV3-22	17	9	5	14	0	0	0	0	0	0	0	0
IGHVII-22-1	1	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-22-2	0	1	0	0	0	0	0	0	0	0	0	0
IGHV3-23	3206	2628	2281	1577	17	21	55	55	59	72	22	41
IGHV1-24	170	133	224	112	3	17	3	2	0	0	14	0
AB019439.68	1	0	0	0	0	0	0	0	0	0	0	0
AB019439.67	0	0	2	0	0	0	0	3	0	0	0	0
IGHV3-25	4	5	8	2	0	0	0	0	0	0	0	0
IGHVIII-25-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV2-26	139	137	181	50	0	1	0	0	0	0	0	0
IGHVIII-26-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-26-2	0	0	0	0	0	0	0	0	0	0	0	0
IGHV7-27	0	4	8	0	0	0	1	0	0	4	0	0
IGHV4-28	182	119	154	99	1	3	2	0	4	1	1	0
IGHVII-28-1	0	0	0	0	0	1	1	1	1	0	0	0
IGHV3-29	0	0	0	0	3	0	2	1	0	0	4	0
IGHV3-30	651	435	538	319	28	20	12	49	28	36	12	18
IGHVII-30-1	0	0	0	0	1	0	0	0	0	0	0	0
IGHV3-30-2	0	0	0	2	0	0	0	0	0	0	2	0
IGHV4-30-2	784	599	483	392	7	14	9	4	13	2	11	4
IGHVII-31-1	0	0	0	0	2	0	0	0	2	0	0	0
IGHV3-32	0	1	0	0	7	8	1	1	10	5	0	4
IGHV3-33	850	731	843	557	8	6	16	1	12	2	9	14
IGHVII-33-1	0	0	0	0	0	0	0	0	3	0	1	0
IGHV3-33-2	0	0	0	0	0	0	0	0	0	0	0	0
IGHV4-34	1050	1178	1039	592	9	24	9	18	37	16	36	7
IGHV7-34-1	5	0	1	1	0	0	0	1	0	0	0	0
IGHV3-35	49	46	32	46	0	2	0	1	3	0	1	0
IGHV3-36	10	2	5	2	0	0	3	0	8	0	0	1
IGHV3-37	1	1	2	0	0	0	0	1	0	0	0	0
IGHV3-38	10	22	12	4	0	1	2	0	0	0	0	1
IGHVIII-38-1	5	2	2	3	0	0	0	0	0	0	0	0
IGHV4-39	1549	973	1132	638	64	4	66	3	80	55	18	62
IGHV7-40	1	0	0	0	0	0	0	0	0	0	0	0
AB019438.66	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-40-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-41	13	21	12	12	0	0	0	0	0	0	0	1
AB019438.63	15	1	5	3	14	21	3	4	19	2	17	12
IGHV3-42	1	1	0	2	0	0	0	0	0	0	0	0
IGHV3-43	427	287	398	228	48	7	0	9	2	8	1	8
IGHVII-43-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-44	0	0	0	0	0	0	0	0	0	0	0	0
CH17-268I9.2	1	0	0	1	0	0	0	0	2	0	0	0
AB019438.55	2	0	3	0	4	5	7	0	0	0	0	0
IGHVIV-44-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-44-2	0	0	0	0	0	0	0	0	0	0	0	0
IGHV1-45	84	31	19	13	17	2	8	4	0	8	0	0
IGHV1-46	1011	673	760	687	0	10	26	13	12	30	19	1
IGHVII-46-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-47	18	17	13	7	0	0	0	0	0	1	0	0
IGHVIII-47-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-48	2174	1202	1398	1047	13	10	0	8	1	14	21	0
IGHV3-49	699	588	547	332	0	7	1	0	7	0	0	1
IGHVII-49-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-50	0	0	2	0	0	0	0	0	0	0	0	0
IGHV5-51	2076	1458	1289	912	3	5	0	26	35	24	14	14
IGHVIII-51-1	2	5	0	0	0	0	0	0	0	0	0	0
IGHVII-51-2	2	2	0	1	0	0	0	0	0	0	0	0
IGHV3-52	9	9	17	12	0	0	0	0	0	3	0	0
IGHV3-53	239	351	243	215	9	23	2	2	28	6	0	6
IGHVII-53-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-54	5	3	4	8	0	0	0	0	0	0	0	0
IGHV4-55	251	163	149	104	3	2	1	2	0	0	0	0
IGHV7-56	6	1	1	1	0	0	0	0	0	0	0	0
IGHV3-57	0	0	0	0	0	0	0	0	0	0	0	0
IGHV1-58	33	12	21	14	0	2	0	0	0	1	0	0
IGHV4-59	801	804	703	439	2	17	1	17	23	30	8	5
IGHV3-60	44	27	23	27	0	0	0	0	1	0	0	0
RNA5SP389	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-60-1	12	0	0	3	0	0	0	0	0	0	0	0
IGHV4-61	98	54	50	37	0	0	0	3	5	0	2	1
IGHV3-62	67	36	38	38	0	0	0	1	2	1	0	2
IGHVII-62-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-63	10	16	7	12	1	0	0	0	0	0	0	0
IGHV3-64	149	107	75	48	0	1	0	1	2	4	0	3
IGHV3-65	11	3	3	1	0	0	0	0	0	0	0	3
IGHVII-65-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-66	83	87	68	55	9	10	2	2	12	2	0	0
IGHV1-67	28	11	15	5	0	0	0	0	0	0	0	0
AB019437.56	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-67-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-67-2	4	1	0	1	0	0	0	0	0	0	0	0
IGHVIII-67-3	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-67-4	0	0	0	0	0	0	0	0	0	0	0	0
IGHV1-68	2	0	4	0	0	0	0	0	0	0	0	0
IGHV1-69	467	347	435	238	0	21	0	0	9	2	2	7
IGHV2-70D	64	68	60	42	0	6	0	0	2	0	0	0
IGHV3-69-1	119	98	67	88	3	3	0	4	3	0	0	0
IGHV1-69-2	633	452	305	281	8	5	20	16	0	47	0	0
CH17-212P11.8	6	4	5	14	0	0	0	0	0	0	0	0
IGHV1-69D	552	362	351	334	14	4	8	7	22	7	0	4
IGHV2-70	30	12	19	23	1	1	2	0	3	1	1	0
IGHV3-71	21	15	18	7	0	1	0	3	0	0	1	1
IGHV3-72	129	108	89	29	0	0	1	15	12	0	0	0
IGHV3-73	199	110	69	75	1	16	2	2	0	2	15	11
IGHV3-74	3063	2344	2060	2565	36	6	0	13	14	12	21	3
IGHVII-74-1	0	0	0	0	5	0	0	0	1	0	0	0
IGHV3-75	6	3	4	2	0	0	1	0	0	0	0	0
IGHV3-76	3	1	3	3	0	0	0	0	0	0	0	0
IGHVIII-76-1	0	0	0	0	0	0	4	0	0	0	0	1
MIR5195	13	18	9	3	0	8	7	3	0	0	0	0
IGHV5-78	11	19	12	9	0	6	11	3	0	0	0	2
IGHVII-78-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-79	1	0	1	1	0	0	0	0	0	0	0	0
IGHV4-80	48	23	59	30	0	0	0	0	0	0	0	0
IGHV7-81	23	31	32	13	1	0	8	0	8	0	0	0
IGHVIII-82	0	0	0	0	0	0	0	0	0	0	0	0
RP11-79C23.1	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-978P	0	0	0	0	0	0	0	0	0	0	0	0
RP11-173D3.3	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1360M22.10	4	0	6	2	0	0	0	0	0	0	0	0
IGHV1OR15-9	34	31	31	23	0	0	0	0	0	0	0	0
SLC20A1P3	0	0	0	0	0	0	0	0	0	0	0	0
IGHV1OR15-2	10	10	18	5	0	0	0	0	0	0	0	0
IGHV3OR15-7	17	15	14	18	0	0	0	0	1	3	0	1
IGHD5OR15-5A	0	0	0	0	0	0	0	0	0	0	0	0
IGHD4OR15-4A	0	0	0	0	0	0	0	0	0	0	0	0
IGHD3OR15-3A	0	0	0	0	0	0	0	0	0	0	0	0
IGHD2OR15-2A	0	0	0	0	0	0	0	0	0	0	0	0
IGHD1OR15-1A	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1360M22.11	2	1	3	2	0	0	2	0	2	0	0	0
RP11-1360M22.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-173D3.2	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL584P	0	0	0	0	0	0	0	0	0	0	0	0
RP11-173D3.1	0	1	0	0	0	0	0	0	0	0	0	0
RP11-173D3.4	0	0	0	0	1	0	0	0	0	0	0	0
RP11-492D6.2	5	4	5	2	0	0	2	0	1	0	0	0
RP11-492D6.3	0	0	0	0	0	3	0	0	0	0	0	0
RP11-492D6.1	0	0	0	0	0	1	0	0	4	0	0	0
RP11-509A17.3	21	22	10	11	9	8	3	2	0	4	3	0
HERC2P3	232	353	270	185	17	17	48	16	7	11	7	6
RP11-467L19.8	0	1	0	0	0	0	0	0	0	0	0	0
GOLGA6L6	0	0	0	0	0	0	0	0	0	0	0	0
RP11-467L19.6	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8C	0	0	4	2	0	1	0	0	3	0	0	0
RN7SL759P	0	0	0	0	0	0	0	0	0	0	0	0
RP11-467L19.7	0	0	0	0	0	0	0	0	0	0	0	0
RP11-467L19.11	0	0	1	0	1	0	0	0	0	0	0	0
IGHV1OR15-6	0	0	0	0	0	0	0	0	0	0	0	0
RP11-467L19.16	0	0	0	0	0	0	0	0	0	14	1	0
NBEAP1	2	0	6	0	1	0	1	2	15	0	2	2
RP11-467L19.14	2	0	0	0	2	1	4	0	3	0	10	5
RP11-403B2.7	0	0	0	0	1	2	9	3	0	5	5	0
RNU6-498P	0	0	0	0	0	0	0	0	0	0	0	0
RP11-403B2.6	0	0	0	0	0	0	0	0	0	0	0	0
RP11-403B2.5	0	0	0	0	0	0	0	0	0	0	0	0
RP11-403B2.3	0	0	0	0	0	0	0	0	0	0	0	0
RP11-403B2.10	0	0	0	0	0	0	0	0	0	0	0	0
RP11-403B2.4	0	0	0	0	0	0	0	0	0	0	0	0
RP11-810K23.7	0	0	0	0	0	0	0	0	0	0	0	0
MIR3118-2	0	0	0	0	0	0	0	0	0	0	0	0
POTEB2	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-749P	0	0	0	0	0	0	0	0	0	0	0	0
RP11-810K23.9	0	0	0	0	0	0	0	0	0	0	0	0
RP11-810K23.10	0	0	0	0	0	0	0	0	0	0	0	0
RP11-810K23.5	0	0	0	0	0	0	0	0	0	0	0	0
NF1P1	0	0	0	0	0	0	0	0	0	0	0	0
MIR5701-1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-810K23.3	0	0	0	0	0	0	0	0	0	0	0	0
OR11J2P	0	0	0	0	0	0	0	0	0	0	0	0
OR11J5P	0	0	0	0	0	0	0	0	0	0	0	0
IGHD5OR15-5B	0	0	0	0	0	0	0	0	0	0	0	0
IGHD4OR15-4B	0	0	0	0	0	0	0	0	0	0	0	0
IGHD3OR15-3B	0	0	0	0	0	0	0	0	0	0	0	0
IGHD2OR15-2B	0	0	0	0	0	0	0	0	0	0	0	0
IGHD1OR15-1B	0	0	0	0	0	0	0	0	0	0	0	0
RP11-810K23.8	0	0	0	0	0	0	0	2	0	0	0	0
RP11-810K23.6	0	0	0	0	0	0	0	0	0	0	0	0
RP11-854K16.2	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL400P	0	0	0	0	0	0	0	0	0	0	0	0
RP11-854K16.3	0	0	0	0	0	0	0	0	0	0	0	0
RP11-854K16.4	0	0	0	0	0	0	0	0	0	0	0	0
RP11-854K16.1	2	1	2	0	0	0	0	0	0	0	0	0
RP11-32B5.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-32B5.1	1	0	0	0	1	0	5	1	4	4	2	2
RP11-32B5.7	0	0	2	0	0	0	0	0	0	0	0	0
RNU6-1235P	0	0	0	0	0	0	0	0	0	0	0	0
RP11-275E15.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-275E15.3	0	0	0	0	0	0	0	0	0	0	0	0
RP11-32B5.4	0	0	0	0	0	0	0	0	0	0	0	0
RP11-32B5.8	0	0	0	0	0	0	0	0	0	0	0	1
CXADRP2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-32B5.5	0	0	0	0	0	0	0	0	0	0	0	0
RP11-32B5.6	0	0	0	0	0	0	0	0	0	0	0	0
MIR3118-3	0	0	0	0	0	0	0	0	0	0	0	0
POTEB3	0	0	0	0	0	0	0	0	0	0	0	0
RP11-11H9.1	0	0	0	0	0	0	0	0	0	0	0	0
MIR5701-2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-113C3.1	0	0	0	0	0	0	0	0	0	0	0	0
OR11J1P	0	0	0	0	0	0	0	0	0	0	0	0
RP11-294C11.12	0	0	0	0	0	0	0	0	0	0	0	0
RP11-983G14.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-294C11.7	0	0	0	0	0	0	0	0	0	0	0	0
RP11-294C11.11	0	0	0	0	0	0	0	0	0	0	0	0
RP11-294C11.9	0	0	0	0	0	1	0	0	0	0	0	0
RP11-294C11.8	0	0	0	0	0	0	0	0	0	0	0	0
RP11-294C11.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-294C11.3	0	0	0	0	0	0	0	0	0	0	0	0
RP11-983G14.4	0	0	0	0	0	0	0	0	0	0	0	0
RP11-294C11.6	0	0	0	0	0	0	0	0	0	0	0	0
RP11-983G14.3	3	4	0	3	11	6	4	6	9	6	4	6
RP11-294C11.4	0	0	0	0	0	0	0	0	0	0	0	0
RP11-294C11.5	0	0	0	0	0	0	0	0	0	0	0	0
RP11-294C11.2	7	5	9	3	0	0	0	0	0	2	0	0
RP11-361C13.1	0	0	1	0	0	0	0	0	0	0	0	0
MIR3118-4	0	0	0	0	0	0	0	0	0	0	0	0
POTEB	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-631P	0	0	0	0	0	0	0	0	0	0	0	0
RP11-928F19.2	0	0	0	0	0	0	0	0	0	0	0	0
NF1P2	0	0	0	0	0	0	0	0	0	0	0	0
MIR5701-3	0	0	0	0	0	0	0	0	0	0	0	0
OR11J7P	0	0	0	0	0	0	0	0	0	0	0	0
OR11J6P	0	0	0	0	0	0	0	0	0	0	0	0
RP11-69H14.6	0	0	0	0	0	0	0	0	0	0	0	0
OR11H3P	0	0	0	0	0	0	0	0	0	0	0	0
RP11-69H14.10	0	0	0	0	0	0	0	0	0	0	0	0
OR11K1P	0	0	0	0	0	0	0	0	0	0	0	0
OR4Q1P	0	0	0	0	0	0	0	0	0	0	0	0
OR4H6P	0	0	0	0	0	0	0	0	0	0	0	0
OR4M2	0	0	0	0	0	0	0	0	0	0	0	0
OR4N4	0	0	0	0	0	0	0	0	0	0	0	0
OR4N3P	0	0	0	0	0	0	0	0	0	0	0	0
RP11-2F9.4	0	0	0	0	0	0	0	0	0	0	0	0
RP11-2F9.3	1	1	1	2	1	2	1	2	1	0	4	1
IGHV1OR15-1	0	0	0	0	0	0	0	0	0	0	0	0
IGHV1OR15-3	0	0	0	0	0	0	0	0	0	0	0	0
IGHV4OR15-8	0	0	0	0	0	0	0	0	0	0	3	0
IGHV1OR15-4	0	0	0	0	0	0	0	0	0	0	0	0
RP11-603B24.6	3	0	0	0	0	0	0	0	0	0	1	0
MIR1268A	0	0	0	0	0	0	0	0	0	0	0	0
RP11-603B24.2	0	3	2	0	0	0	0	0	0	0	0	0
RP11-603B24.1	747	981	734	634	183	168	172	163	57	53	67	45
RP11-566K19.11	0	0	0	2	0	0	1	0	3	1	0	0
RP11-566K19.8	12	4	1	5	15	4	10	5	3	3	4	7
RP11-566K19.7	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8DP	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL545P	0	0	0	0	0	0	0	0	0	0	0	0
RP11-566K19.12	0	0	1	0	1	0	0	0	0	0	0	0
GOLGA6L22	0	0	0	0	0	0	0	0	0	1	0	2
RP11-439M15.1	1	0	1	0	0	0	0	0	0	0	0	0
HERC2P2	401	654	914	651	363	315	505	391	608	518	823	419
RP11-228M15.3	1	2	0	0	0	0	0	2	1	0	0	0
RN7SL495P	0	0	0	0	0	0	0	0	0	0	0	0
WHAMML1	125	198	149	130	427	404	467	314	341	409	444	323
RP11-1180F24.1	12	18	25	11	37	25	67	26	10	30	25	11
RP11-1180F24.3	0	1	4	2	2	7	2	4	6	5	0	0
AC138649.1	0	1	0	0	0	0	0	2	0	0	0	0
RP11-26F2.1	2	0	4	4	0	4	3	0	0	0	2	0
RP11-26F2.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-566K19.6	11	12	13	12	23	9	16	42	29	30	23	23
RP11-566K19.5	0	0	0	0	0	0	0	1	0	0	0	0
NIPA1	502	796	519	671	600	497	608	493	454	470	384	248
NIPA2	740	1286	812	975	747	921	666	957	1271	1475	982	807
CYFIP1	314	487	344	285	236	288	206	404	170	106	93	91
TUBGCP5	372	709	458	430	257	332	417	343	806	851	698	585
ELMO2P1	1	2	0	0	0	1	0	0	0	4	0	0
GOLGA6L1	0	0	0	0	0	0	0	0	0	0	0	1
RP11-467N20.6	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8E	0	0	1	0	1	0	0	0	1	0	0	1
RN7SL106P	0	0	0	0	0	0	0	0	0	0	0	0
ABCB10P1	0	1	0	1	0	0	1	0	0	3	0	0
RP11-467N20.8	0	0	0	0	0	0	0	0	0	0	0	0
MIR4509-1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-467N20.7	0	0	0	0	0	0	0	0	0	0	1	0
HERC2P7	0	0	1	0	0	0	0	0	0	0	0	0
RP11-228M15.1	34	113	92	136	33	99	110	85	50	12	54	50
RP11-566K19.9	0	0	0	0	0	0	0	0	0	0	0	0
RP11-529J17.5	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8S	0	0	3	0	0	0	0	0	0	0	1	0
RN7SL536P	0	0	0	0	0	0	0	0	0	0	0	0
RP11-529J17.3	0	0	1	0	0	0	0	0	0	0	0	0
GOLGA6L2	0	0	0	1	0	0	0	0	0	0	0	0
MIR4508	0	0	0	0	0	0	0	0	0	0	0	0
MKRN3	31	45	13	34	86	79	132	90	95	87	74	50
MKRN3-AS1	0	0	0	0	2	4	0	2	6	0	0	0
MAGEL2	2	6	0	0	0	0	0	0	0	0	0	0
NDN	56	69	53	33	46	8	11	13	0	0	6	16
RNU6-741P	0	0	0	0	0	0	0	0	0	0	0	0
RP11-484P15.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-484P15.2	0	0	0	0	0	0	0	0	0	0	0	0
PWRN2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-580I1.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-580I1.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-350A1.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-107D24.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-580I1.3	0	0	0	0	0	0	0	0	0	0	0	0
PWRN1	0	0	0	0	0	0	0	0	0	0	0	0
NPAP1	0	0	0	0	0	0	0	0	0	1	0	0
SNRPN	5585	6552	5017	4318	6629	5452	6294	6607	6106	6752	5763	3767
RP11-385H1.1	2	0	1	1	0	0	1	0	1	0	0	0
AC090602.1	40	68	61	42	80	48	55	98	83	73	67	42
AC090602.2	103	127	105	73	169	108	90	126	156	148	133	71
SNURF	13	16	14	9	6	12	18	12	26	42	11	8
RP11-701H24.9	0	0	0	0	0	0	0	0	0	0	0	0
SNHG14	1349	1931	1395	880	2064	1528	1930	1398	2296	2223	1922	976
SNORD107	0	0	0	0	0	0	0	0	0	0	0	0
RP11-701H24.5	11	18	6	8	34	33	31	22	58	28	35	25
RP11-701H24.6	49	87	84	46	99	68	102	77	158	108	132	78
SNORD64	0	0	0	0	0	0	0	0	0	0	0	0
SNORD108	0	0	0	0	0	0	0	0	0	0	0	0
RP11-701H24.7	31	34	55	29	26	18	28	26	24	36	32	5
RP11-701H24.3	1	9	2	2	13	7	3	2	3	3	5	2
RP11-701H24.2	184	234	195	101	204	168	207	157	256	101	225	81
SNORD109A	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-1	0	0	0	0	0	0	0	0	0	0	0	1
SNORD116-2	1	0	5	0	2	1	1	1	5	3	1	0
SNORD116-3	1	0	0	0	0	0	0	0	0	0	0	0
SNORD116-4	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-5	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-6	1	0	6	0	4	2	0	4	11	3	7	2
SNORD116-7	0	0	0	0	0	0	0	1	0	0	3	0
SNORD116-8	0	1	0	0	0	0	0	0	0	0	0	0
SNORD116-9	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-10	0	0	0	0	0	0	0	0	1	0	0	0
SNORD116-11	0	0	0	0	0	0	1	0	0	0	0	1
SNORD116-12	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-13	1	1	0	0	0	0	0	0	0	0	0	0
SNORD116-14	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-15	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-16	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-17	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-18	0	0	3	0	0	0	0	4	0	0	0	0
SNORD116-19	1	9	1	1	0	1	0	2	0	0	1	1
RP11-701H24.4	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-20	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-21	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-22	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-23	0	0	0	0	0	0	0	0	0	0	0	0
RP11-701H24.10	0	0	0	3	0	0	0	0	0	0	2	0
SNORD116-24	3	1	0	0	1	1	0	0	0	0	0	0
SNORD116-25	0	0	0	0	0	0	0	0	2	0	0	0
SNORD116-26	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-27	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-28	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-29	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-30	3	2	0	0	0	0	0	0	0	0	0	0
RP11-145P16.3	4	0	0	8	12	0	5	0	1	0	0	0
RP11-145P16.1	0	17	1	0	0	1	8	0	9	1	3	6
RP11-145P16.4	0	1	4	4	4	0	6	3	2	2	0	0
SNORD115-1	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-2	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-3	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-4	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-5	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-6	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-7	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-8	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-9	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-10	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-11	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-12	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-13	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-14	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-15	0	0	0	0	0	0	0	0	0	0	0	0
